linearization_wx	id	sentence_wx	sentence	linearization
(A_1:TAM(wA_hE_1):k1(gudZa_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(yaha):mod(cInI_1:attr_gen(m):attr_num(sg):attr_per(a))):k1(kAma_1:attr_gen(m):attr_num(sg):attr_per(a):r6(banA_1-yA_1-yA_1:k2(Ora_1:ccof(KAMdasArI_1):ccof(SIrA_1:attr_gen(m):attr_num(sg):attr_per(a))))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_10stnd_4ch_0115	yaha cInI, gudZa , KAMdasArI Ora SIrA banAne ke kAma AwA hE.	यह चीनी, गुड़ , खांडसारी और शीरा बनाने के काम आता है.	(आ_1:TAM(ता_है_1):k1(गुड़_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(यह):mod(चीनी_1:attr_gen(m):attr_num(sg):attr_per(a))):k1(काम_1:attr_gen(m):attr_num(sg):attr_per(a):r6(बना_1-या_1-या_1:k2(और_1:ccof(खांडसारी_1):ccof(शीरा_1:attr_gen(m):attr_num(sg):attr_per(a))))):CLAUSE_TYPE(affirmative))
(hE_1:TAM(0_hE_1):attr_gen(m):attr_num(sg):attr_per(a):k1(karnAtaka:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(mahArARtra:attr_gen(m):attr_num(sg):attr_per(a))):k1s(rAjya_1:nmod(uwpAxaka_1:attr_gen(m):attr_num(sg):attr_per(a):r6(Ora_1:attr_gen(m):attr_num(sg):attr_per(a):ccof(paMjAba:nmod(welaMgANA:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(praxeSa:attr_gen(m):attr_num(sg):attr_per(a)):nmod__adj(praxeSa:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(uwwara_1:attr_gen(m):attr_num(sg):attr_per(a)):nmod__adj(wamilanAdu:attr_gen(m):attr_num(sg):attr_per(a)):pof__cn(AMXra_1:attr_gen(m):attr_num(sg):attr_per(a)))):pof__cn(bihAra_1:attr_gen(m):attr_num(sg):attr_per(a))):ccof(gannA_1:pof__cn(hariyANA_1:attr_gen(m):attr_num(sg):attr_per(a)))):mod(muKya_1:attr_gen(m):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_10stnd_4ch_0116	uwwara praxeSa, mahArARtra, karnAtaka, wamilanAdu, AMXra praxeSa , welaMgANA, bihAra, paMjAba Ora hariyANA gannA ke muKya uwpAxaka rAjya hEM.	उत्तर प्रदेश, महाराष्ट्र, कर्नाटक, तमिलनाडु, आंध्र प्रदेश , तेलंगाणा, बिहार, पंजाब और हरियाणा गन्ना के मुख्य उत्पादक राज्य हैं.	(है_1:TAM(0_है_1):attr_gen(m):attr_num(sg):attr_per(a):k1(कर्नाटक:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(महाराष्ट्र:attr_gen(m):attr_num(sg):attr_per(a))):k1s(राज्य_1:nmod(उत्पादक_1:attr_gen(m):attr_num(sg):attr_per(a):r6(और_1:attr_gen(m):attr_num(sg):attr_per(a):ccof(पंजाब:nmod(तेलंगाणा:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(प्रदेश:attr_gen(m):attr_num(sg):attr_per(a)):nmod__adj(प्रदेश:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(उत्तर_1:attr_gen(m):attr_num(sg):attr_per(a)):nmod__adj(तमिलनाडु:attr_gen(m):attr_num(sg):attr_per(a)):pof__cn(आंध्र_1:attr_gen(m):attr_num(sg):attr_per(a)))):pof__cn(बिहार_1:attr_gen(m):attr_num(sg):attr_per(a))):ccof(गन्ना_1:pof__cn(हरियाणा_1:attr_gen(m):attr_num(sg):attr_per(a)))):mod(मुख्य_1:attr_gen(m):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))
(WA_1:TAM(0_WA_1):attr_gen(m):attr_num(sg):attr_per(a):k7t(2015:attr_gen(m):attr_num(sg):attr_per(a)):k1(BArawa:attr_ne(loc)):k7p(viSva:attr_gen(m):attr_num(sg):attr_per(a)):k7t(cIna:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):k1(uwpAxaka_1:mod(wilahana_1):ord(xUsarA_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(badZA_1):mod(wilahana_1)):k1s(xeSa_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_10stnd_4ch_0117	wilahana 2015 meM BArawa viSva meM cIna ke bAxa xUsarA badZA wilahana uwpAxaka xeSa WA.	तिलहन 2015 में भारत विश्व में चीन के बाद दूसरा बड़ा तिलहन उत्पादक देश था.	(था_1:TAM(0_था_1):attr_gen(m):attr_num(sg):attr_per(a):k7t(2015:attr_gen(m):attr_num(sg):attr_per(a)):k1(भारत:attr_ne(loc)):k7p(विश्व:attr_gen(m):attr_num(sg):attr_per(a)):k7t(चीन:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):k1(उत्पादक_1:mod(तिलहन_1):ord(दूसरा_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(बड़ा_1):mod(तिलहन_1)):k1s(देश_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
(WA_1:TAM(0_WA_1):k7t(2015:attr_ne(loc):pof__cn(san_1:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):k7(uwpAxana_1:attr_gen(m):attr_num(sg):attr_per(a):r6(woriyA:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):k7p(viSva_1:attr_gen(m):attr_num(sg):attr_per(a):r6(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):k7p(Ora_1:ccof(kanAdA:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):ccof(cIna:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):k1(sWAna_1:attr_gen(m):attr_num(sg):attr_per(a):ord(wIsarA_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_10stnd_4ch_0118	san 2015 meM woriyA ke uwpAxana meM BArawa kA viSva meM kanAdA Ora cIna ke bAxa wIsarA sWAna WA.	सन् 2015 में तोरिया के उत्पादन में भारत का विश्व में कनाडा और चीन के बाद तीसरा स्थान था.	(था_1:TAM(0_था_1):k7t(2015:attr_ne(loc):pof__cn(सन्_1:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):k7(उत्पादन_1:attr_gen(m):attr_num(sg):attr_per(a):r6(तोरिया:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):k7p(विश्व_1:attr_gen(m):attr_num(sg):attr_per(a):r6(भारत:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):k7p(और_1:ccof(कनाडा:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):ccof(चीन:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):k1(स्थान_1:attr_gen(m):attr_num(sg):attr_per(a):ord(तीसरा_1)):CLAUSE_TYPE(affirmative))
(ugA_1:TAM(wA_hE_1):attr_gen(f):attr_num(pl):attr_per(a):k1(prawiSawa_1:r6(kRewra_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__k1inv(bo_1-yA_1-yA_1:k7p(xeSa_1:attr_gen(m):attr_num(sg):attr_per(a)):adv(kula_1))):card(12_1)):k7p(BAga_1:attr_gen(m):attr_num(sg):attr_per(a)):k2(Pasala_1:attr_gen(m):attr_num(sg):attr_per(a):r6(wilahana_1:nmod__adj(kaI_1:attr_gen(m):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_10stnd_4ch_0119	xeSa meM kula boe gae kRewra ke 12 prawiSawa BAga para kaI wilahana kI PasaleM ugAI jAwI hEM.	देश में कुल बोए गए क्षेत्र के 12 प्रतिशत भाग पर कई तिलहन की फसलें उगाई जाती हैं.	(उगा_1:TAM(ता_है_1):attr_gen(f):attr_num(pl):attr_per(a):k1(प्रतिशत_1:r6(क्षेत्र_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__k1inv(बो_1-या_1-या_1:k7p(देश_1:attr_gen(m):attr_num(sg):attr_per(a)):adv(कुल_1))):card(12_1)):k7p(भाग_1:attr_gen(m):attr_num(sg):attr_per(a)):k2(फसल_1:attr_gen(m):attr_num(sg):attr_per(a):r6(तिलहन_1:nmod__adj(कई_1:attr_gen(m):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))
(hE_1:TAM(0_hE_1):k1(mUzgaPalI_1:attr_gen(f):attr_num(sg):attr_per(a)):k1(sarasoM_1:attr_gen(f):attr_num(sg):attr_per(a)):k1(nAriyala_1:attr_gen(m):attr_num(sg):attr_per(a)):vmod(soyAbInaaraMdI_1-yA_1-yA_1:k2(wila_1:attr_gen(m):attr_num(sg):attr_per(a))):k1(binOlA_1:attr_gen(m):attr_num(sg):attr_per(a)):rh(Ora_1:ccof(alasI_1:attr_ne(loc):attr_gen(f):attr_num(sg):attr_per(a)):ccof(sUrajamuKI_1:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):k7p(BArawa:attr_gen(m):attr_num(sg):attr_per(a)):k1(wilahana_1:attr_gen(m):attr_num(sg):attr_per(a):nmod(urgAi:lwg__vaux(jAna_1)):mod(muKya_1)):k1s(Pasala_1:attr_gen(f):attr_num(pl):attr_per(a)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_10stnd_4ch_0120	mUzgaPalI, sarasoM, nAriyala, wila, soyAbIna,araMdI, binOlA, alasI Ora sUrajamuKI BArawa meM urgAi jAne vAlI muKya wilahana PasaleM hEM.	मूँगफली, सरसों, नारियल, तिल, सोयाबीन,अरंडी, बिनौला, अलसी और सूरजमुखी भारत में उर्गाइ जाने वाली मुख्य तिलहन फसलें हैं.	(है_1:TAM(0_है_1):k1(मूँगफली_1:attr_gen(f):attr_num(sg):attr_per(a)):k1(सरसों_1:attr_gen(f):attr_num(sg):attr_per(a)):k1(नारियल_1:attr_gen(m):attr_num(sg):attr_per(a)):vmod(सोयाबीनअरंडी_1-या_1-या_1:k2(तिल_1:attr_gen(m):attr_num(sg):attr_per(a))):k1(बिनौला_1:attr_gen(m):attr_num(sg):attr_per(a)):rh(और_1:ccof(अलसी_1:attr_ne(loc):attr_gen(f):attr_num(sg):attr_per(a)):ccof(सूरजमुखी_1:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):k7p(भारत:attr_gen(m):attr_num(sg):attr_per(a)):k1(तिलहन_1:attr_gen(m):attr_num(sg):attr_per(a):nmod(उर्गाइ:lwg__vaux(जान_1)):mod(मुख्य_1)):k1s(फसल_1:attr_gen(f):attr_num(pl):attr_per(a)):CLAUSE_TYPE(affirmative))
(hE_1:TAM(0_hE_1):k1(gujarAwa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):k1(rAjasWAna:attr_gen(m):attr_num(sg):attr_per(a)):k1s(rAjya_1:attr_gen(m):attr_num(sg):attr_per(a):nmod(uwpAxaka_1:attr_gen(m):attr_num(sg):attr_per(a):r6(mUzgaPalI_1:attr_gen(f):attr_num(sg):attr_per(a):r6(Ora_1:ccof(wamilanAdu:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):ccof(mahArARtra:attr_gen(m):attr_num(sg):attr_per(a)))):mod(muKya_1))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_10stnd_4ch_0124	gujarAwa, rAjasWAna, wamilanAdu Ora mahArARtra mUzgaPalI ke muKya uwpAxaka rAjya hEM.	गुजरात, राजस्थान, तमिलनाडु और महाराष्ट्र मूँगफली के मुख्य उत्पादक राज्य हैं.	(है_1:TAM(0_है_1):k1(गुजरात:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):k1(राजस्थान:attr_gen(m):attr_num(sg):attr_per(a)):k1s(राज्य_1:attr_gen(m):attr_num(sg):attr_per(a):nmod(उत्पादक_1:attr_gen(m):attr_num(sg):attr_per(a):r6(मूँगफली_1:attr_gen(f):attr_num(sg):attr_per(a):r6(और_1:ccof(तमिलनाडु:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a)):ccof(महाराष्ट्र:attr_gen(m):attr_num(sg):attr_per(a)))):mod(मुख्य_1))):CLAUSE_TYPE(affirmative))
(hE_1:TAM(0_hE_1):k1(Ora_1:ccof(alasI_1:attr_gen(f):attr_num(sg):attr_per(a)):ccof(sarasoM_1:attr_gen(f):attr_num(sg):attr_per(a))):k1s(Pasala_1:attr_gen(f):attr_num(pl):attr_per(a):r6(rabI:attr_ne(per):attr_gen(f):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_10stnd_4ch_0125	alasI Ora sarasoM rabI kI PasaleM hEM.	अलसी और सरसों रबी की फसलें हैं.	(है_1:TAM(0_है_1):k1(और_1:ccof(अलसी_1:attr_gen(f):attr_num(sg):attr_per(a)):ccof(सरसों_1:attr_gen(f):attr_num(sg):attr_per(a))):k1s(फसल_1:attr_gen(f):attr_num(pl):attr_per(a):r6(रबी:attr_ne(per):attr_gen(f):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
(bo_1:TAM(wA_hE_1):k1(Pasala_1:attr_gen(f):attr_num(sg):attr_per(a):r6(Ora_1:ccof(KarIPa:attr_ne(per):attr_gen(m):attr_num(sg):attr_per(a):pof__cn(araMdI_1:attr_ne(per):attr_gen(m):attr_num(sg):attr_per(a))):ccof(rabI:attr_ne(per):attr_gen(f):attr_num(sg):attr_per(a))):card(xonoM_1:lwg__rp(hI_1))):k7(qwu_1:attr_gen(f):attr_num(pl):attr_per(a)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_10stnd_4ch_0127	araMdI, KarIPa Ora rabI xonoM hI Pasala qwuoM meM boyA jAwA hE.	अरंडी, खरीफ और रबी दोनों ही फसल ऋतुओं में बोया जाता है.	(बो_1:TAM(ता_है_1):k1(फसल_1:attr_gen(f):attr_num(sg):attr_per(a):r6(और_1:ccof(खरीफ:attr_ne(per):attr_gen(m):attr_num(sg):attr_per(a):pof__cn(अरंडी_1:attr_ne(per):attr_gen(m):attr_num(sg):attr_per(a))):ccof(रबी:attr_ne(per):attr_gen(f):attr_num(sg):attr_per(a))):card(दोनों_1:lwg__rp(ही_1))):k7(ऋतु_1:attr_gen(f):attr_num(pl):attr_per(a)):CLAUSE_TYPE(affirmative))
(hE_1:TAM(0_hE_1):k1(KewI_1:r6(cAya_1):r6(cAya_1:attr_gen(f):attr_num(sg):attr_per(a))):k1s(uxAharaNa_1:r6(ropaNa_1+kqRi_1:attr_gen(f):attr_num(sg):attr_per(a)):card(eka_1:attr_gen(f):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_10stnd_4ch_0128	cAya cAya kI KewI ropaNa kqRi kA eka uxAharaNa hE.	चाय चाय की खेती रोपण कृषि का एक उदाहरण है.	(है_1:TAM(0_है_1):k1(खेती_1:r6(चाय_1):r6(चाय_1:attr_gen(f):attr_num(sg):attr_per(a))):k1s(उदाहरण_1:r6(रोपण_1+कृषि_1:attr_gen(f):attr_num(sg):attr_per(a)):card(एक_1:attr_gen(f):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
(hE_1:TAM(0_hE_1):k1(yaha:attr_ne(loc):attr_gen(-):attr_num(sg):attr_per(a)):k1s(Pasala_1:attr_gen(f):attr_num(sg):attr_per(a):r6(peya+paxArWa_1:card(eka_1):mod(mahawwvapUrNa_1:attr_ne(loc)))):nmod__relc(lA_1-0_WA_1-0_WA_1:k2(jo:attr_gen(-):attr_num(sg):attr_per(a)):k7(SuruAwa_1:attr_gen(f):attr_num(sg):attr_per(a)):k7p(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a):mod(aMgrejZa_1))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_10stnd_4ch_0129	yaha eka mahawwvapUrNa peya paxArWa kI Pasala hE jise SuruAwa meM aMgrejZa BArawa meM lAe We.	यह एक महत्त्वपूर्ण पेय पदार्थ की फसल है जिसे शुरुआत में अंग्रेज़ भारत में लाए थे.	(है_1:TAM(0_है_1):k1(यह:attr_ne(loc):attr_gen(-):attr_num(sg):attr_per(a)):k1s(फसल_1:attr_gen(f):attr_num(sg):attr_per(a):r6(पेय+पदार्थ_1:card(एक_1):mod(महत्त्वपूर्ण_1:attr_ne(loc)))):nmod__relc(ला_1-0_था_1-0_था_1:k2(जो:attr_gen(-):attr_num(sg):attr_per(a)):k7(शुरुआत_1:attr_gen(f):attr_num(sg):attr_per(a)):k7p(भारत:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a):mod(अंग्रेज़_1))):CLAUSE_TYPE(affirmative))
(hE_1:TAM(0_hE_1):k7t(Aja_1:attr_gen(m):attr_num(sg):attr_per(a)):k1(mAlika_1:attr_gen(m):attr_num(sg):attr_per(a):r6(cAya_1+bAgAna_1:mod(aXikawara_1))):mod(BArawIya_1):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_10stnd_4ch_0130	Aja aXikawara cAya bAgAnoM ke mAlika BArawIya hEM.	आज अधिकतर चाय बागानों के मालिक भारतीय हैं.	(है_1:TAM(0_है_1):k7t(आज_1:attr_gen(m):attr_num(sg):attr_per(a)):k1(मालिक_1:attr_gen(m):attr_num(sg):attr_per(a):r6(चाय_1+बागान_1:mod(अधिकतर_1))):mod(भारतीय_1):CLAUSE_TYPE(affirmative))
(ugA_1:TAM(wA_hE_1):attr_gen(m):attr_num(pl):attr_per(a):k2(pOXA_1:attr_gen(m):attr_num(sg):attr_per(a):r6(cAya_1:attr_gen(f):attr_num(sg):attr_per(a))):k2(jalavAyu_1):k7p(kRewra_1:r6(waWA_1:ccof(mittI_1:mod(yukwa_1:jjmod(Ora_1):jjmod(Ora_1:ccof(uRNa_1):ccof(katibaMXIya_1:pof__cn(upoRNa_1)):ccof(hyUmasa_1:attr_gen(f):attr_num(sg):attr_per(a)):ccof(jIvAMSa_1))):mod(gaharA_1)):ccof(jala+nikAsa_1:mod(sugama_1:attr_gen(f):attr_num(sg):attr_per(a)))):mod(DalavAz_1)):adv(BalIBAzwi_1:attr_gen(f):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_10stnd_4ch_0131	cAya kA pOXA uRNa Ora upoRNa katibaMXIya jalavAyu, hyUmasa Ora jIvAMSa yukwa gaharI mittI waWA sugama jala nikAsa vAle DalavAz kRewroM meM BalIBAzwi ugAyA jAwA hE.	चाय का पौधा उष्ण और उपोष्ण कटिबंधीय जलवायु, ह्यूमस और जीवांश युक्त गहरी मिट्टी तथा सुगम जल निकास वाले ढलवाँ क्षेत्रों में भलीभाँति उगाया जाता है.	(उगा_1:TAM(ता_है_1):attr_gen(m):attr_num(pl):attr_per(a):k2(पौधा_1:attr_gen(m):attr_num(sg):attr_per(a):r6(चाय_1:attr_gen(f):attr_num(sg):attr_per(a))):k2(जलवायु_1):k7p(क्षेत्र_1:r6(तथा_1:ccof(मिट्टी_1:mod(युक्त_1:jjmod(और_1):jjmod(और_1:ccof(उष्ण_1):ccof(कटिबंधीय_1:pof__cn(उपोष्ण_1)):ccof(ह्यूमस_1:attr_gen(f):attr_num(sg):attr_per(a)):ccof(जीवांश_1))):mod(गहरा_1)):ccof(जल+निकास_1:mod(सुगम_1:attr_gen(f):attr_num(sg):attr_per(a)))):mod(ढलवाँ_1)):adv(भलीभाँति_1:attr_gen(f):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
(AvaSyakawA+ho:TAM(wA_hE_1):rt(ugA_1-yA_1-yA_1:k2(JAdZI_1:attr_ne(per):r6(cAya_1:attr_ne(per):attr_gen(f):attr_num(sg):attr_per(a)))):r6(jalavAyu_1:attr_gen(f):attr_num(sg):attr_per(a):nmod(Ora_1:mod(nama_1:attr_ne(per):r6(varRa_1:attr_gen(m):attr_num(sg):attr_per(a):lwg__rp(Bara_1)):pof__cn(koRNa_1)):mod(pAlArahiwa_1:attr_ne(per)))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_10stnd_4ch_0132	cAya kI JAdZiyoM ko ugAne ke lie varRa Bara koRNa, nama Ora pAlArahiwa jalavAyu kI AvaSyakawA howI hE.	चाय की झाड़ियों को उगाने के लिए वर्ष भर कोष्ण, नम और पालारहित जलवायु की आवश्यकता होती है.	(आवश्यकता+हो:TAM(ता_है_1):rt(उगा_1-या_1-या_1:k2(झाड़ी_1:attr_ne(per):r6(चाय_1:attr_ne(per):attr_gen(f):attr_num(sg):attr_per(a)))):r6(जलवायु_1:attr_gen(f):attr_num(sg):attr_per(a):nmod(और_1:mod(नम_1:attr_ne(per):r6(वर्ष_1:attr_gen(m):attr_num(sg):attr_per(a):lwg__rp(भर_1)):pof__cn(कोष्ण_1)):mod(पालारहित_1:attr_ne(per)))):CLAUSE_TYPE(affirmative))
(sahAyaka+ho:TAM(yA_1_hEM):k7t(varRa_1:attr_gen(m):attr_num(sg):attr_per(a):lwg__rp(Bara_1)):adv(rUpa_1:attr_gen(m):attr_num(sg):attr_per(a):mod(samAna_1)):k1(bOCAra_1:attr_gen(f):attr_num(pl):attr_per(a):r6(varRA_1:attr_ne(per):attr_gen(f):attr_num(sg):attr_per(a))):k7(vikAsa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(pawwi_1:attr_gen(m):attr_num(pl):attr_per(a):r6(yaha:attr_gen(-):attr_num(sg):attr_per(a)):mod(komala_1:attr_gen(m):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_10stnd_4ch_0133	varRa Bara samAna rUpa se hone vAlI varRA kI bOCAreM isakI komala pawwiyoM ke vikAsa meM sahAyaka howI hEM.	वर्ष भर समान रूप से होने वाली वर्षा की बौछारें इसकी कोमल पत्तियों के विकास में सहायक होती हैं.	(सहायक+हो:TAM(या_1_हैं):k7t(वर्ष_1:attr_gen(m):attr_num(sg):attr_per(a):lwg__rp(भर_1)):adv(रूप_1:attr_gen(m):attr_num(sg):attr_per(a):mod(समान_1)):k1(बौछार_1:attr_gen(f):attr_num(pl):attr_per(a):r6(वर्षा_1:attr_ne(per):attr_gen(f):attr_num(sg):attr_per(a))):k7(विकास_1:attr_gen(m):attr_num(sg):attr_per(a):r6(पत्ति_1:attr_gen(m):attr_num(pl):attr_per(a):r6(यह:attr_gen(-):attr_num(sg):attr_per(a)):mod(कोमल_1:attr_gen(m):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))
(hE_1:TAM(0_hE_1):k1(cAya_1:attr_gen(f):attr_num(sg):attr_per(a)):k1s(SramasaGana_1+uxyoga_1:card(eka_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_10stnd_4ch_0134	cAya eka Srama-saGana uxyoga hE.	चाय एक श्रम-सघन उद्योग है.	(है_1:TAM(0_है_1):k1(चाय_1:attr_gen(f):attr_num(sg):attr_per(a)):k1s(श्रमसघन_1+उद्योग_1:card(एक_1)):CLAUSE_TYPE(affirmative))
(cAha_1:TAM(ie_1):rt(yaha:attr_gen(-):attr_num(sg):attr_per(a)):k7(mAwrA_1:attr_gen(f):attr_num(sg):attr_per(a):mod(pracura_1)):k2(Srama_1:nmod(Ora_1:mod(saswA_1):mod(kuSala_1))):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_10stnd_4ch_0135	isake lie pracura mAwrA meM saswA Ora kuSala Srama cAhie.	इसके लिए प्रचुर मात्रा में सस्ता और कुशल श्रम चाहिए.	(चाह_1:TAM(इए_1):rt(यह:attr_gen(-):attr_num(sg):attr_per(a)):k7(मात्रा_1:attr_gen(f):attr_num(sg):attr_per(a):mod(प्रचुर_1)):k2(श्रम_1:nmod(और_1:mod(सस्ता_1):mod(कुशल_1))):CLAUSE_TYPE(affirmative))
(saMsAXiwa_1+kara_1:rt(banA_1-yA_1-yA_1:k2(wAjagI_1:attr_gen(f):attr_num(sg):attr_per(a):r6(yaha:attr_ne(per):attr_gen(-):attr_num(sg):attr_per(a)))):k2(pawwI_1:attr_gen(f):attr_num(pl):attr_per(a):r6(cAya_1:attr_gen(f):attr_num(sg):attr_per(a))):k7p(bAgAna:attr_ne(per):attr_gen(m):attr_num(sg):attr_per(a):lwg__rp(hI_1)):CLAUSE_TYPE(affirmative))	Hin_Geo_ncert_10stnd_4ch_0136	isakI wAjagI banAe raKane ke lie cAya kI pawwiyAz bAgAna meM hI saMsAXiwa kI jAwI hEM.	इसकी ताजगी बनाए रखने के लिए चाय की पत्तियाँ बागान में ही संसाधित की जाती हैं.	(संसाधित_1+कर_1:rt(बना_1-या_1-या_1:k2(ताजगी_1:attr_gen(f):attr_num(sg):attr_per(a):r6(यह:attr_ne(per):attr_gen(-):attr_num(sg):attr_per(a)))):k2(पत्ती_1:attr_gen(f):attr_num(pl):attr_per(a):r6(चाय_1:attr_gen(f):attr_num(sg):attr_per(a))):k7p(बागान:attr_ne(per):attr_gen(m):attr_num(sg):attr_per(a):lwg__rp(ही_1)):CLAUSE_TYPE(affirmative))
