Hin_Label	Eng_Label	POS	MRS_Concept	MRS_Feature_Values
अग्रणी_1	leading_4	adj	_lead_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
अग्रणी_2	advanced_2	adj	_advanced_a_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.leader_6,SOME PROBLEM IN FATCHING MRS VALUES #############

अग्रता_1	priority_1	noun	_priority_n_1	LBL: h* ARG0: x* 
अग्रता_2	precedence_1	noun	_precedence_n_1	LBL: h* ARG0: x* 
अग्राह्य_1	unacceptable_1	adj	_unacceptable_a_1	LBL: h* ARG0: e* ARG1: x* 
अग्राह्य_2	unwelcome_1	adj	_unwelcome_a_1	LBL: h* ARG0: e* ARG1: x* 
अग्राह्य_3	inadmissible_1	adj	_inadmissible_a_1	LBL: h* ARG0: e* ARG1: x* 
अग्रिम_1	forward_1	adj	_forward_p	LBL: h* ARG0: e* ARG1: x* 
अग्रिम_2	early_1	adj	loc_nonsp	LBL: h* ARG0: e* ARG1: x* ARG2: x* 
अग्रिम_2	early_1	adj	time_n	LBL: h* ARG0: x* 
अग्रिम_2	early_1	adj	def_implicit_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अग्रिम_2	early_1	adj	_early_a_1	LBL: h* ARG0: e* ARG1: x* 
अग्रिम_3	prior_2	adj	_prior_a_1	LBL: h* ARG0: e* ARG1: x* 
अग्रिम_4	forthcoming_1	adj	_forthcoming_a_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.future_3,SOME PROBLEM IN FATCHING MRS VALUES #############

अग्रिम_6	advanced_3	adj	_advanced_a_1	LBL: h* ARG0: e* ARG1: x* 
अग्रिम_7	pressing_1	adj	_press_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
अग्रिम_8	advance_3	adj	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अग्रिम_8	advance_3	adj	_advance_n_of	LBL: h* ARG0: x* ARG1: i* 
अघ_1	sin_2	noun	_sin_n_1	LBL: h* ARG0: x* 
अघ_2	guilt_1	noun	_guilt_n_1	LBL: h* ARG0: x* 
अघ_3	wickedness_2	noun	_wickedness/NN_u_unknown	LBL: h* ARG0: x* 
अघ_4	crime_1	noun	_crime_n_1	LBL: h* ARG0: x* 
अघ_5	suffering_1	noun	_suffering_n_1	LBL: h* ARG0: x* 
अघकारी_1	sinner_2	noun	_sinner_n_1	LBL: h* ARG0: x* 
अघनाशक_1	sindestroying_1	adj	_sindestroying/VBG_u_unknown	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
अघरूप_1	sinful_1	adj	_sinful_a_1	LBL: h* ARG0: e* ARG1: x* 
अघहर_1	sindestroying_2	adj	_sindestroying/VBG_u_unknown	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
अघटित_1	unprecedented_1	adj	_unprecedented_a_1	LBL: h* ARG0: e* ARG1: x* 
अघटित_2	improbable_1	adj	_improbable/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
अघटित_3	unfit_1	adj	_unfit_a_1	LBL: h* ARG0: e* ARG1: x* 
अघटित_4	unworthy_1	adj	_unworthy_a_of	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
अघाई_1	surfeit_1	noun	_surfeit_n_1	LBL: h* ARG0: x* 
अघाई_2	fulness_1	noun	_fulness/NN_u_unknown	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.severely_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.harshly_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.surfeited_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.replete_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.satisfied_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.contented_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.contented_2,SOME PROBLEM IN FATCHING MRS VALUES #############

अघा_1	fill_1	verb	_fill_v_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.satisfy_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अघा_3	glut_1	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अघा_3	glut_1	verb	_glut/NN_u_unknown	LBL: h* ARG0: x* 
अघा_4	cloy_1	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अघा_4	cloy_1	verb	_cloy/NN_u_unknown	LBL: h* ARG0: x* 
अघाना_2	sated_1	adj	_sated/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
अघाना_2	sated_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अघोर_1	fine_1	adj	_fine_a_for	LBL: h* ARG0: e* ARG1: x* 
अघोर_2	slendid_1	adj	_slendid/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
अघोर_3	terrible_1	adj	_terrible_a_for	LBL: h* ARG0: e* ARG1: x* 
अघोर_4	fearsome_1	adj	_fearsome_a_1	LBL: h* ARG0: e* ARG1: x* 
अघोरी_1	foul_1	adj	_foul_a_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.unclean_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अघोरीपन_1	foulness_1	noun	_foulness/NN_u_unknown	LBL: h* ARG0: x* 
अघोरीपन_2	uncleanness_1	noun	_uncleanness/NN_u_unknown	LBL: h* ARG0: x* 
अघोरीपन_3	greed_1	noun	_greed_n_1	LBL: h* ARG0: x* 
अघोष_1	noiseless_1	adj	_noiseless/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
अचंचल_1	unmoved_1	adj	_move_v_cause	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
अचंचल_1	unmoved_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अचंचल_1	unmoved_1	adj	_un-_a_rvrs	LBL: h* ARG0: i* ARG1: e* 
अचंचल_2	firm_2	adj	_firm_a_1	LBL: h* ARG0: e* ARG1: x* 
अचंचल_3	fixed_1	adj	_fixed_a_1	LBL: h* ARG0: e* ARG1: x* 
अचंचल_4	steady_1	adj	_steady_a_1	LBL: h* ARG0: e* ARG1: x* 
अचंचल_5	constant_1	adj	_constant_a_1	LBL: h* ARG0: e* ARG1: x* 
अचंड_1	gentle_2	adj	_gentle_a_1	LBL: h* ARG0: e* ARG1: x* 
अचंड_2	tractable_1	adj	_tractable_a_1	LBL: h* ARG0: e* ARG1: x* 
अचंभा_1	astonishment_1	noun	_astonishment_n_1	LBL: h* ARG0: x* 
अचंभा_2	bewilderment_1	noun	_bewilderment/NN_u_unknown	LBL: h* ARG0: x* 
अचंभा_3	wonder_1	noun	_wonder_n_1	LBL: h* ARG0: x* 
अचंभा_4	marvel_1	noun	_marvel_n_1	LBL: h* ARG0: x* 
अचंभा+कर_1	marvel_2	verb	_marvel_v_1	LBL: h* ARG0: e* ARG1: x* 
अचंभे+का_1	strange_1	adj	_strange_a_to	LBL: h* ARG0: e* ARG1: x* 
अचंभे+का_2	extraordinary_1	adj	_extraordinary_a_to	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
Oops!<class 'IndexError'>occurred.astounded_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.amaze_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.astonish_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अचंभित_1	astonished_1	adj	_astonished_a_at	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
Oops!<class 'IndexError'>occurred.astounded_2,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.bewildered_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.alarmed_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अंचक_1	astonishment_2	noun	_astonishment_n_1	LBL: h* ARG0: x* 
अंचक_2	brimfull_1	noun	_brimfull/NN_u_unknown	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.abundant_2,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.astonished_2,SOME PROBLEM IN FATCHING MRS VALUES #############

अचकचा_1	start_1	verb	_start_v_1	LBL: h* ARG0: e* ARG1: x* 
अचकचाहट_1	astonishment_3	noun	_astonishment_n_1	LBL: h* ARG0: x* 
अचकचाहट_2	start_2	noun	_start_n_1	LBL: h* ARG0: x* 
अचकचाहट_3	shock_1	noun	_shock_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.long_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अचक्षु_1	blind_4	adj	_blind_a_1	LBL: h* ARG0: e* ARG1: x* 
अचपल_1	calm_1	adj	_calm_a_1	LBL: h* ARG0: e* ARG1: x* 
अचपल_2	still_1	adj	_still_a_1	LBL: h* ARG0: e* ARG1: x* 
अचपलापन_1	restlessness_1	noun	_restlessness/NN_u_unknown	LBL: h* ARG0: x* 
अचपलापन_2	inconstancy_1	noun	_inconstancy/NN_u_unknown	LBL: h* ARG0: x* 
अचपली_1	flirtatiousness_1	noun	_flirtatiousness/NN_u_unknown	LBL: h* ARG0: x* 
अचर_1	immovable_1	adj	_immovable_a_1	LBL: h* ARG0: e* ARG1: x* 
अचर_2	inanimate_1	adj	_inanimate_a_1	LBL: h* ARG0: e* ARG1: x* 
अचरज_1	wonder_2	noun	_wonder_n_1	LBL: h* ARG0: x* 
अचरज_2	miracle_1	noun	_miracle_n_1	LBL: h* ARG0: x* 
अचरज_3	surprise_1	noun	_surprise_n_1	LBL: h* ARG0: x* 
अचरज_4	astonishment_4	noun	_astonishment_n_1	LBL: h* ARG0: x* 
अचरज_5	wonderful_1	adj	_wonderful_a_for	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.remarkable_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अचरज_7	surprising_1	noun	_surprise_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
अचरज_7	surprising_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
अचरज+करना_1	miracle_2	noun	_miracle_n_1	LBL: h* ARG0: x* 
अचरा_1	border_1	noun	_border_n_1	LBL: h* ARG0: x* 
अचरा_2	hem_1	noun	_hem_n_1	LBL: h* ARG0: x* 
अचल_1	immovable_2	adj	_immovable_a_1	LBL: h* ARG0: e* ARG1: x* 
अचल_2	firm_3	adj	_firm_a_1	LBL: h* ARG0: e* ARG1: x* 
अचल_3	fixed_2	adj	_fixed_a_1	LBL: h* ARG0: e* ARG1: x* 
अचल_4	changeless_1	adj	_changeless/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
अचल_5	constant_2	adj	_constant_a_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.mountain_2,SOME PROBLEM IN FATCHING MRS VALUES #############

अचला_1	earth_1	noun	_earth_n_1	LBL: h* ARG0: x* 
अचवा_1	sip_1	verb	_sip_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
अचांचक_1	19c_1	adv	proper_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अचांचक_1	19c_1	adv	named	,CARG:_VALUES
अचानक_1	suddenly_2	adv	_sudden_a_1	LBL: h* ARG0: e* ARG1: e* 
अचानक_2	unexpectedly_2	adv	_unexpected_a_1	LBL: h* ARG0: e* ARG1: e* 
अचानक_3	inadvertently_1	adv	_inadvertent_a_1	LBL: h* ARG0: e* ARG1: e* 
अचार_1	pickle_1	noun	_pickle_n_1	LBL: h* ARG0: x* 
अचार+डाल_1	pickle_2	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अचार+डाल_1	pickle_2	verb	_pickle_n_1	LBL: h* ARG0: x* 
अचार+बना_1	pickle_3	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अचार+बना_1	pickle_3	verb	_pickle_n_1	LBL: h* ARG0: x* 
अचिंत_1	heedless_1	adj	_heedless/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
अचिंता_1	heedlessness_1	noun	_heedlessness/NN_u_unknown	LBL: h* ARG0: x* 
अचिंता_2	disregard_1	noun	_disregard_n_for	LBL: h* ARG0: x* ARG1: i* 
अचिंतित_1	disregarded_1	adj	_disregard_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
अचिंतित_1	disregarded_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अचिंत्य_1	unimaginable_2	adj	_unimaginable_a_to	LBL: h* ARG0: e* ARG1: x* 
अचिंत्य_2	inconceivable_3	adj	_inconceivable_a_to	LBL: h* ARG0: e* ARG1: x* 
अचिकित्स्य_1	incurable_1	adj	_incurable_a_1	LBL: h* ARG0: e* ARG1: x* 
अचिर_1	impermanent_1	adj	_impermanent/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
अचिर_2	brief_1	adj	_brief_a_1	LBL: h* ARG0: e* ARG1: x* 
अचिर_3	recent_2	adj	_recent_a_1	LBL: h* ARG0: e* ARG1: x* 
अचिर_4	near_2	adj	_near_a_to	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
अचिर_5	soon_1	adv	loc_nonsp	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अचिर_5	soon_1	adv	time_n	LBL: h* ARG0: x* 
अचिर_5	soon_1	adv	def_implicit_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अचिर_5	soon_1	adv	_soon_p	LBL: h* ARG0: e* ARG1: x* 
अचिर_6	quickly_1	adj	_quick_a_1	LBL: h* ARG0: e* ARG1: e* 
अचूक_1	unfailing_1	noun	_fail_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
अचूक_1	unfailing_1	noun	_un-_a_rvrs	LBL: h* ARG0: i* ARG1: e* 
अचूक_1	unfailing_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
Oops!<class 'IndexError'>occurred.unerring_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.faultless_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.certain_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.infallible_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अचेत_1	unconscious_1	adj	_unconscious_a_of	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
अचेत_2	fainting_1	adj	_faint_v_1	LBL: h* ARG0: e* ARG1: x* 
अचेत_3	inanimate_2	adj	_inanimate_a_1	LBL: h* ARG0: e* ARG1: x* 
अचेत_4	inert_2	adj	_inert_a_1	LBL: h* ARG0: e* ARG1: x* 
अचेत_5	thoughtless_1	adj	_thoughtless_a_1	LBL: h* ARG0: e* ARG1: x* 
अचेत_6	heedless_2	adj	_heedless/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
अचेत_7	unconcerned_1	adj	_concern_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
अचेत_7	unconcerned_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अचेत_7	unconcerned_1	adj	_un-_a_rvrs	LBL: h* ARG0: i* ARG1: e* 
अचेत_8	inattentive_1	adj	_inattentive/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
अचेत_9	careless_1	adj	_careless_a_with-about-of	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
अचेत_10	stup_1	adj	_stup/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
अचेतन_1	1_5	adj	number_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अचेतन_1	1_5	adj	card	,CARG:_VALUES
अचेतन_2	subconscious_1	adj	_subconscious_a_1	LBL: h* ARG0: e* ARG1: x* 
अचेतन_3	subconscious_2	adj	_subconscious_a_1	LBL: h* ARG0: e* ARG1: x* 
अचेतनता_1	unconsciousness_1	noun	_unconsciousness/NN_u_unknown	LBL: h* ARG0: x* 
अचेतपना_1	unconsciousness_2	noun	_unconsciousness/NN_u_unknown	LBL: h* ARG0: x* 
अचेतपना_2	obliviousness_1	noun	_obliviousness/NN_u_unknown	LBL: h* ARG0: x* 
अचेतपना_3	inattention_1	noun	_inattention/NN_u_unknown	LBL: h* ARG0: x* 
अचेष्ट_1	inert_3	adj	_inert_a_1	LBL: h* ARG0: e* ARG1: x* 
अचैतन्य_1	1_6	adj	number_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अचैतन्य_1	1_6	adj	card	,CARG:_VALUES
अचैतन्य_2	faint_1	adj	_faint_a_1	LBL: h* ARG0: e* ARG1: x* 
अचैन_1	restless_1	adj	_restless_a_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.uneasy_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अचैन_3	restlessness_2	noun	_restlessness/NN_u_unknown	LBL: h* ARG0: x* 
अच्छ_1	eye_3	noun	_eye_n_1	LBL: h* ARG0: x* 
अच्छ_2	rosary_1	noun	_rosary/NN_u_unknown	LBL: h* ARG0: x* 
अच्छर_1	syllable_3	noun	_syllable_n_1	LBL: h* ARG0: x* 
अच्छर_2	letter_3	noun	_letter_n_of	LBL: h* ARG0: x* ARG1: i* 
अच्छर_3	character_1	noun	_character_n_1	LBL: h* ARG0: x* 
अच्छा_1	good_1	noun	_good_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.excellent_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.pleasant_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अच्छा_4	fine_2	noun	_fine_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.nice_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अच्छा_6	healthy_1	noun	_healthy_n_1	LBL: h* ARG0: x* 
अच्छा_7	locality_1	noun	_locality_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.serviceable_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.useful_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अच्छा_10	sound_1	noun	_sound_n_of	LBL: h* ARG0: x* ARG1: i* 
अच्छा_11	healthy_2	noun	_healthy_n_1	LBL: h* ARG0: x* 
अच्छा_12	well_1	noun	_well_n_1	LBL: h* ARG0: x* 
अच्छा_13	fit_2	noun	_fit_n_of	LBL: h* ARG0: x* ARG1: i* 
Oops!<class 'IndexError'>occurred.recovered_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.genuine_3,SOME PROBLEM IN FATCHING MRS VALUES #############

अच्छा_16	unadulterated_1	noun	_unadulterated/NN_u_unknown	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.virtuous_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अच्छा_18	kind_1	noun	_kind_n_of-n	LBL: h* ARG0: x* ARG1: i* 
Oops!<class 'IndexError'>occurred.benevolent_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.humane_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अच्छा_21	wellbehaved_1	noun	_wellbehaved/NN_u_unknown	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.proper_2,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.suitable_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अच्छा_24	fitting_1	noun	_fitting_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.favourable_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.propitious_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अच्छा_27	matching_1	noun	_match_v_1	LBL: h* ARG0: e* ARG1: i* 
अच्छा_27	matching_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
Oops!<class 'IndexError'>occurred.fortunate_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.prosperous_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.happy_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अच्छा_31	forefathers_2	noun	_forefather_n_1	LBL: h* ARG0: x* 
अच्छा+आ_1	suit_1	verb	_suit_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
अच्छा+कर_1	cure_1	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अच्छा+कर_1	cure_1	verb	_cure_n_1	LBL: h* ARG0: x* 
अच्छा+हो_1	recover_1	verb	_recover_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
अच्छी+कटना_1	time_1	noun	_time_n_of	LBL: h* ARG0: x* 
अच्छी+तरह_1	well_2	adv	_well_a_1	LBL: h* ARG0: e* ARG1: e* 
अच्छी+तरह_2	adequately_1	adv	_adequate_a_1	LBL: h* ARG0: e* ARG1: e* 
अच्छी+तरह_3	abundantly_1	adv	_abundant_a_1	LBL: h* ARG0: e* ARG1: e* 
से_1	well_3	adv	_well_a_1	LBL: h* ARG0: e* ARG1: e* 
से_2	adequately_2	adv	_adequate_a_1	LBL: h* ARG0: e* ARG1: e* 
से_3	abundantly_2	adv	_abundant_a_1	LBL: h* ARG0: e* ARG1: e* 
अच्छा-ख़ासा_1	fine_3	adj	_fine_a_for	LBL: h* ARG0: e* ARG1: x* 
अच्छा-ख़ासा_2	excellent_2	adj	_excellent_a_1	LBL: h* ARG0: e* ARG1: x* 
अच्छाई_1	excellence_1	noun	_excellence_n_1	LBL: h* ARG0: x* 
अच्छाई_2	beauty_1	noun	_beauty_n_1	LBL: h* ARG0: x* 
अच्छाई_3	use_1	noun	_use_n_of	LBL: h* ARG0: x* ARG1: i* 
अच्छाई_4	benefit_1	noun	_benefit_n_of	LBL: h* ARG0: x* 
अच्छाई_5	advantage_1	noun	_advantage_n_1	LBL: h* ARG0: x* 
अच्छापन_1	virtue_1	noun	_virtue_n_of	LBL: h* ARG0: x* ARG1: i* 
अच्छापन_2	quality_1	noun	_quality_n_1	LBL: h* ARG0: x* 
अच्छापन_3	excellence_2	noun	_excellence_n_1	LBL: h* ARG0: x* 
अच्युत_1	fixed_3	adj	_fixed_a_1	LBL: h* ARG0: e* ARG1: x* 
अच्युत_2	imperishable_3	adj	_imperishable/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
अच्युत_3	permanent_2	adj	_permanent_a_1	LBL: h* ARG0: e* ARG1: x* 
अच्युत_4	immortal_1	adj	_immortal_a_1	LBL: h* ARG0: e* ARG1: x* 
अच्युत_5	eternal_1	adj	_eternal_a_1	LBL: h* ARG0: e* ARG1: x* 
अछ-_1	be_1	verb	ellipsis_ref	LBL: h* ARG0: e* ARG1: x* 
अछ-_2	exist_1	verb	_exist_v_1	LBL: h* ARG0: e* ARG1: x* 
अछ-_3	remain_1	verb	_remain_v_1	LBL: h* ARG0: e* ARG1: x* 
अछत_1	crownless_1	adj	_crownless/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
अछताना-पछता_1	repent_1	verb	_repent/VB_u_unknown	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
अछताना-पछता_2	regret_1	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अछताना-पछता_2	regret_1	verb	_regret_n_1	LBL: h* ARG0: x* 
अछताना-पछता_3	grieve_1	verb	_grieve_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
अछूत_1	untouchable_2	noun	_untouchable/NN_u_unknown	LBL: h* ARG0: x* 
अछूत_2	untouchable_3	noun	_untouchable/NN_u_unknown	LBL: h* ARG0: x* 
अछूत_3	person_1	noun	_person_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.untouched_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.undefiled_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.pure_2,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.unused_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अछूता_5	virgin_3	noun	_virgin_n_1	LBL: h* ARG0: x* 
अछेद_1	indivisible_3	adj	_indivisible_a_1	LBL: h* ARG0: e* ARG1: x* 
अछेह_1	indivisible_4	adj	_indivisible_a_1	LBL: h* ARG0: e* ARG1: x* 
अंजट_1	agent_1	noun	_agent_n_of	LBL: h* ARG0: x* ARG1: i* 
अज˚आ_1	poet_1	noun	_poet_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.of_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अजगर_1	python_1	noun	_python/NN_u_unknown	LBL: h* ARG0: x* 
अजगुत_1	strange_2	adj	_strange_a_to	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.marvellous_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अजगुत_3	1_7	noun	generic_entity	LBL: h* ARG0: x* 
अजगुत_3	1_7	noun	card	,CARG:_VALUES
अजगुत_4	2_3	noun	card	,CARG:_VALUES
अजनबी_1	stranger_1	noun	_stranger_n_1	LBL: h* ARG0: x* 
अजनबी_2	foreigner_1	noun	_foreigner_n_1	LBL: h* ARG0: x* 
अजनबी_3	strange_3	adj	_strange_a_to	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.foreign_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अजनबीपन_1	strangeness_1	noun	_strangeness/NN_u_unknown	LBL: h* ARG0: x* 
अजन्म_1	unborn_1	adj	_unborn_a_1	LBL: h* ARG0: e* ARG1: x* 
अजन्म_2	unbegotten_1	adj	_beget_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
अजन्म_2	unbegotten_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अजन्म_2	unbegotten_1	adj	_un-_a_rvrs	LBL: h* ARG0: i* ARG1: e* 
अजन्मा_1	unborn_2	adj	_unborn_a_1	LBL: h* ARG0: e* ARG1: x* 
अजन्मा_2	unbegotten_2	adj	_beget_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
अजन्मा_2	unbegotten_2	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अजन्मा_2	unbegotten_2	adj	_un-_a_rvrs	LBL: h* ARG0: i* ARG1: e* 
अजब_1	astonishment_5	noun	_astonishment_n_1	LBL: h* ARG0: x* 
अजब_2	astonishing_1	adj	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अजब_2	astonishing_1	adj	_astonish_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
