	hn_wx	hn_utf	conc_eng	conc_hn	hn_ex
710	gaDZAI_1	गढ़ाई_1	moulding_1	गढ़ने का काम	"""कई मूर्तियों की गढ़ाई हो गई है ।"""
711	gaDZAI_1	गढ़ाई_1	moulding_1	गढ़ने का पारिश्रमिक	"""मूर्तिकार इस मूर्ति की गढ़ाई एक हजार माँग रहा है ।"""
712	gaDZAI_1	गढ़ाई_1	moulding_1	गढ़ने का काम	"""कई मूर्तियों की गढ़ाई हो गई है ।"""
713	gaDZAI_2	गढ़ाई_2	fashioning_1	गढ़ने का पारिश्रमिक	"""मूर्तिकार इस मूर्ति की गढ़ाई एक हजार माँग रहा है ।"""
714	gaDZAI_2	गढ़ाई_2	fashioning_1	गढ़ने का काम	"""कई मूर्तियों की गढ़ाई हो गई है ।"""
715	gaDZAI_2	गढ़ाई_2	fashioning_1	गढ़ने का पारिश्रमिक	"""मूर्तिकार इस मूर्ति की गढ़ाई एक हजार माँग रहा है ।"""
716	gaDZAI_2	गढ़ाई_2	fashioning_1	गढ़ने का काम	"""कई मूर्तियों की गढ़ाई हो गई है ।"""
717	gaDZAI_3	गढ़ाई_3	malleating_1	गढ़ने का पारिश्रमिक	"""मूर्तिकार इस मूर्ति की गढ़ाई एक हजार माँग रहा है ।"""
718	gaDZAI_3	गढ़ाई_3	malleating_1	गढ़ने का काम	"""कई मूर्तियों की गढ़ाई हो गई है ।"""
719	gaDZAI_4	गढ़ाई_4	dressing_2	गढ़ने का पारिश्रमिक	"""मूर्तिकार इस मूर्ति की गढ़ाई एक हजार माँग रहा है ।"""
720	gaDZAI_4	गढ़ाई_4	dressing_2	गढ़ने का काम	"""कई मूर्तियों की गढ़ाई हो गई है ।"""
